"Project","Hash","LongName","McCC","CLOC","PDA","PUA","LLOC","LOC","Number of Bugs"
"hazelcast","a7ec759936b5ee731affea3d124296616924c2d4","hazelcast/src/main/java/com/hazelcast/client/impl/protocol/task/map/MapFetchNearCacheInvalidationMetadataTask.java","1","0","0","7","59","89","0"
"hazelcast","bb3ea0e107980d769862cdbda748cc91529d67b5","hazelcast/src/main/java/com/hazelcast/client/impl/protocol/task/transaction/XAClearRemoteTransactionMessageTask.java","1","0","0","7","59","90","0"
"hazelcast","3e659e0566c5792551d4b8dff3f88d4d4c1d5565","hazelcast-cloud/src/main/java/com/hazelcast/aws/impl/DescribeInstances.java","1","0","0","7","59","91","1"
"hazelcast","810540661cf0b9662e3e1bc9b5dabc53a3c052f1","hazelcast/src/test/java/com/hazelcast/internal/partition/impl/PartitionReplicaManagerTest.java","1","0","0","7","59","93","1"
"hazelcast","8959aa0857797fe82461f8cabc292a4966d2e5fb","hazelcast/src/main/java/com/hazelcast/client/impl/protocol/task/scheduledexecutor/ScheduledExecutorTaskDisposeFromAddressMessageTask.java","1","0","0","7","60","90","0"
"hazelcast","8959aa0857797fe82461f8cabc292a4966d2e5fb","hazelcast/src/main/java/com/hazelcast/client/impl/protocol/task/scheduledexecutor/ScheduledExecutorTaskCancelFromAddressMessageTask.java","1","0","0","7","60","90","0"
"hazelcast","8959aa0857797fe82461f8cabc292a4966d2e5fb","hazelcast/src/main/java/com/hazelcast/client/impl/protocol/task/scheduledexecutor/ScheduledExecutorTaskIsDoneFromAddressMessageTask.java","1","0","0","7","60","90","0"
"hazelcast","8959aa0857797fe82461f8cabc292a4966d2e5fb","hazelcast/src/main/java/com/hazelcast/client/impl/protocol/task/scheduledexecutor/ScheduledExecutorTaskIsCancelledFromAddressMessageTask.java","1","0","0","7","60","90","0"
"hazelcast","a7ec759936b5ee731affea3d124296616924c2d4","hazelcast/src/main/java/com/hazelcast/client/impl/protocol/task/scheduledexecutor/ScheduledExecutorTaskCancelFromAddressMessageTask.java","1","0","0","7","60","90","0"
"hazelcast","a7ec759936b5ee731affea3d124296616924c2d4","hazelcast/src/main/java/com/hazelcast/client/impl/protocol/task/scheduledexecutor/ScheduledExecutorTaskDisposeFromAddressMessageTask.java","1","0","0","7","60","90","0"
"hazelcast","a7ec759936b5ee731affea3d124296616924c2d4","hazelcast/src/main/java/com/hazelcast/client/impl/protocol/task/scheduledexecutor/ScheduledExecutorTaskIsCancelledFromAddressMessageTask.java","1","0","0","7","60","90","0"
"hazelcast","a7ec759936b5ee731affea3d124296616924c2d4","hazelcast/src/main/java/com/hazelcast/client/impl/protocol/task/scheduledexecutor/ScheduledExecutorTaskIsDoneFromAddressMessageTask.java","1","0","0","7","60","90","0"
"hazelcast","8959aa0857797fe82461f8cabc292a4966d2e5fb","hazelcast/src/main/java/com/hazelcast/client/impl/protocol/task/scheduledexecutor/ScheduledExecutorSubmitToPartitionMessageTask.java","1","0","0","7","61","90","0"
"hazelcast","a7ec759936b5ee731affea3d124296616924c2d4","hazelcast/src/main/java/com/hazelcast/client/impl/protocol/task/scheduledexecutor/ScheduledExecutorSubmitToPartitionMessageTask.java","1","0","0","7","61","90","0"
"hazelcast","8959aa0857797fe82461f8cabc292a4966d2e5fb","hazelcast/src/main/java/com/hazelcast/client/impl/protocol/task/scheduledexecutor/ScheduledExecutorTaskGetStatisticsFromPartitionMessageTask.java","1","0","0","7","61","91","0"
"hazelcast","8959aa0857797fe82461f8cabc292a4966d2e5fb","hazelcast/src/main/java/com/hazelcast/client/impl/protocol/task/scheduledexecutor/ScheduledExecutorTaskGetDelayFromAddressMessageTask.java","1","0","0","7","61","91","0"
"hazelcast","a7ec759936b5ee731affea3d124296616924c2d4","hazelcast/src/main/java/com/hazelcast/client/impl/protocol/task/scheduledexecutor/ScheduledExecutorTaskGetStatisticsFromPartitionMessageTask.java","1","0","0","7","61","91","0"
"hazelcast","a7ec759936b5ee731affea3d124296616924c2d4","hazelcast/src/main/java/com/hazelcast/client/impl/protocol/task/scheduledexecutor/ScheduledExecutorTaskGetDelayFromAddressMessageTask.java","1","0","0","7","61","91","0"
"hazelcast","bb3ea0e107980d769862cdbda748cc91529d67b5","hazelcast/src/main/java/com/hazelcast/client/impl/protocol/task/transaction/TransactionCreateMessageTask.java","1","0","0","7","61","92","0"
"hazelcast","6ac727db661eb934e5608e28e8a3603e7300d710","hazelcast/src/main/java/com/hazelcast/client/impl/protocol/task/map/MapFlushMessageTask.java","1","0","0","7","61","96","0"
"hazelcast","72fd9bec4e746f6b7de248a3415d7eba8f5a0f41","hazelcast/src/test/java/com/hazelcast/map/impl/mapstore/writebehind/CoalescedWriteBehindQueueTest.java","1","0","0","7","62","81","1"
"hazelcast","7c1baa91dc4cb5d9c03b04a955a9c3e3824dde65","hazelcast/src/main/java/com/hazelcast/client/impl/protocol/task/scheduledexecutor/ScheduledExecutorSubmitToAddressMessageTask.java","1","0","0","7","62","92","1"
"hazelcast","848fd914e8ef0483f59301258eb88b8f9a51d2de","hazelcast/src/main/java/com/hazelcast/client/impl/protocol/task/scheduledexecutor/ScheduledExecutorSubmitToAddressMessageTask.java","1","0","0","7","62","92","1"
"hazelcast","de1275f6d21e5c549283f165b2d724b94d96d297","hazelcast/src/test/java/com/hazelcast/map/impl/mapstore/writebehind/CoalescedWriteBehindQueueTest.java","1","0","0","7","63","82","0"
"BroadleafCommerce","e216da5ebb303680f5c60ffcd75979f5876ab5a6","common/src/main/java/org/broadleafcommerce/common/site/domain/SiteCatalogXrefImpl.java","1","0","0","7","65","105","0"
"neo4j","87838b56dfcfb7b37ca03d26c9eedc8f1e0c38e5","community/bolt/src/test/java/org/neo4j/bolt/v1/runtime/Neo4jErrorTest.java","1","0","0","7","65","118","0"
"BroadleafCommerce","8bafebee81bdbf1eecc3a9ddeaa995798fed0b74","core/broadleaf-framework/src/main/java/org/broadleafcommerce/core/search/domain/CategoryExcludedSearchFacetImpl.java","1","0","0","7","66","101","0"
"neo4j","24551acf5eba050158684a993470adaeb5bdd960","community/server/src/test/java/org/neo4j/server/ServerCommandLineArgsTest.java","1","0","0","7","66","114","1"
"hazelcast","8959aa0857797fe82461f8cabc292a4966d2e5fb","hazelcast/src/main/java/com/hazelcast/client/impl/protocol/task/scheduledexecutor/ScheduledExecutorTaskGetStatisticsFromAddressMessageTask.java","1","0","0","7","66","96","0"
"hazelcast","8959aa0857797fe82461f8cabc292a4966d2e5fb","hazelcast/src/main/java/com/hazelcast/client/impl/protocol/task/scheduledexecutor/ScheduledExecutorSubmitToAddressMessageTask.java","1","0","0","7","66","96","0"
"hazelcast","a7ec759936b5ee731affea3d124296616924c2d4","hazelcast/src/main/java/com/hazelcast/client/impl/protocol/task/scheduledexecutor/ScheduledExecutorSubmitToAddressMessageTask.java","1","0","0","7","66","96","0"
"hazelcast","a7ec759936b5ee731affea3d124296616924c2d4","hazelcast/src/main/java/com/hazelcast/client/impl/protocol/task/scheduledexecutor/ScheduledExecutorTaskGetStatisticsFromAddressMessageTask.java","1","0","0","7","66","96","0"
"neo4j","a495041e86344d014b8f9b1e882fe34d2c72790b","community/server/src/test/java/org/neo4j/server/ServerCommandLineArgsTest.java","1","0","0","7","67","115","1"
"neo4j","b6fee7ef202489b9092b6db6920bc22f153801b8","community/server/src/test/java/org/neo4j/server/ServerCommandLineArgsTest.java","1","0","0","7","68","116","0"
"hazelcast","96c6b8be6df938f529147e4b20d8490c015de96f","hazelcast/src/test/java/com/hazelcast/internal/util/JavaVersionTest.java","1","0","0","7","69","80","0"
"neo4j","197393a3c66dacf10c813cdcb731971a30857e16","community/bolt/src/main/java/org/neo4j/bolt/v1/runtime/LifecycleManagedBoltFactory.java","1","0","0","7","72","102","0"
"neo4j","f0b03e0d48342f7b76608313e94292a530d373e0","community/bolt/src/main/java/org/neo4j/bolt/v1/runtime/LifecycleManagedBoltFactory.java","1","0","0","7","73","103","1"
"elasticsearch","c1ee65f9901c92a6239dab7955a72d35723d0b0c","plugins/repository-gcs/src/test/java/org/elasticsearch/repositories/gcs/GoogleCloudStorageBlobStoreRepositoryTests.java","1","0","0","7","73","125","2"
"elasticsearch","4b94eb5cb8cc4294ed0e932a5f22c16bd90d4dd7","core/src/main/java/org/elasticsearch/action/admin/cluster/node/info/TransportNodesInfoAction.java","1","0","0","7","74","110","2"
"neo4j","77bb150cf3bd5187752557148db7b6744ed3709f","community/bolt/src/main/java/org/neo4j/bolt/v1/runtime/LifecycleManagedBoltFactory.java","1","0","0","7","75","105","0"
"neo4j","984859253643ec74deb7d4c20c14e4b7bd6013a4","community/bolt/src/main/java/org/neo4j/bolt/v1/runtime/LifecycleManagedBoltFactory.java","1","0","0","7","75","105","0"
"elasticsearch","71f58e6f26927a227b256c7719d67c887a947d99","plugins/repository-gcs/src/test/java/org/elasticsearch/repositories/gcs/GoogleCloudStorageBlobStoreRepositoryTests.java","1","0","0","7","76","129","0"
"orientdb","15a67a87787792ff04be2e3a29ebb1ec0a0cad29","jdbc/src/test/java/com/orientechnologies/orient/jdbc/OrientJdbcResultSetTest.java","1","0","0","7","76","145","0"
"oryx","481ec44fd6a5d511ef42eddf47334a725d3a540c","app/oryx-app-mllib/src/test/java/com/cloudera/oryx/app/batch/mllib/kmeans/KMeansEvalIT.java","1","0","0","7","77","108","0"
"hazelcast","de3d876c276b4727c66ed7d150b6685cb8b90eee","hazelcast-client/src/test/java/com/hazelcast/client/cache/stats/ClientCacheStatsTest.java","1","0","0","7","78","98","0"
"hazelcast","ed00093e880e7f9ed79f308563b641fcb0d0d0d8","hazelcast-client-legacy/src/test/java/com/hazelcast/client/cache/stats/ClientCacheStatsTest.java","1","0","0","7","78","98","0"
"hazelcast","4d8aae6dd931c55b38df88e7e066c3f862b36bac","hazelcast/src/test/java/com/hazelcast/partition/impl/ResetReplicaVersionOperationTest.java","1","0","0","7","83","106","1"
"hazelcast","0e8d32f113d283e766faf77a39cec13bb8c94ffc","hazelcast-client/src/test/java/com/hazelcast/client/cache/stats/ClientCacheStatsTest.java","1","0","0","7","84","119","1"
"hazelcast","dd9c5fd8f9085c0f2301daff7de8b5e67307ef3a","hazelcast/src/main/java/com/hazelcast/client/impl/protocol/task/cache/CacheAddNearCacheInvalidationListenerTask.java","1","0","0","7","85","121","0"
"hazelcast","dd9c5fd8f9085c0f2301daff7de8b5e67307ef3a","hazelcast/src/main/java/com/hazelcast/client/impl/protocol/task/cache/Pre38CacheAddInvalidationListenerTask.java","1","0","0","7","85","125","0"
"hazelcast","fb945c32b2039a081d11e5e281d86b22c000c879","hazelcast/src/test/java/com/hazelcast/instance/BuildInfoProviderTest.java","1","0","0","7","88","110","0"
"hazelcast","4003029651c76805e2951670f6313c08ff87c621","hazelcast/src/test/java/com/hazelcast/instance/BuildInfoProviderTest.java","1","0","0","7","89","111","0"
"hazelcast","e92dcb6824f242ac8bcb72623ccd13f982955632","hazelcast/src/main/java/com/hazelcast/transaction/impl/TransactionSupport.java","1","0","0","7","9","34","0"
"hazelcast","cdb8b0e0e259c0992856d553f2aa04499043c84d","hazelcast/src/test/java/com/hazelcast/internal/diagnostics/SystemLogPluginTest.java","1","0","0","7","90","110","0"
"hazelcast","6f9029d03ac2c64dda8c2781db93fdac4bc36969","hazelcast/src/test/java/com/hazelcast/internal/diagnostics/SystemLogPluginTest.java","1","0","0","7","91","112","1"
"hazelcast","80e3feb0bc48b6ab71536fab2c1bc1416d311024","hazelcast/src/test/java/com/hazelcast/internal/diagnostics/SystemLogPluginTest.java","1","0","0","7","91","112","1"
"BroadleafCommerce","0190a586f4251434b68ccee241c52de0d1cbc386","common/src/test/java/org/broadleafcommerce/common/file/service/BroadleafFileServiceImplTest.java","1","0","0","7","91","152","0"
"BroadleafCommerce","030f8d7b4e8ed22cd62d84d51cd28cfe0ad83412","common/src/test/java/org/broadleafcommerce/common/file/service/BroadleafFileServiceImplTest.java","1","0","0","7","93","154","0"
"hazelcast","4a9bacbdd50bf75b5a43e56b72754cdd6e99cefe","hazelcast/src/test/java/com/hazelcast/monitor/impl/NearCacheStatsImplTest.java","1","0","0","7","94","113","1"
"hazelcast","0deba7ff1ee19a1c74054acfb9b821c81a2aa7e4","hazelcast/src/test/java/com/hazelcast/internal/diagnostics/SystemLogPluginTest.java","1","0","0","7","95","116","1"
"hazelcast","15ad63e930e2d564e6911025f5d234fd4144e345","hazelcast/src/test/java/com/hazelcast/map/ExpirationTimeTest.java","1","0","0","7","97","173","1"
"hazelcast","61b71a47e5a3090554bb5756b3eb4fadfc29e687","hazelcast/src/test/java/com/hazelcast/map/ExpirationTimeTest.java","1","0","0","7","97","173","1"
"hazelcast","f773ece7c5225d2f8603c0d7438318533b603a7e","hazelcast/src/test/java/com/hazelcast/map/ExpirationTimeTest.java","1","0","0","7","98","174","1"
"neo4j","3ea1d3f5e4ec90ae32ab077bb7b12fd3dc37d4da","community/kernel/src/test/java/org/neo4j/kernel/impl/api/integrationtest/ProceduresKernelIT.java","1","0","0","7","99","159","0"
"hazelcast","cc3d0fe4536065dc80b0102f7198bccdeb1b5a1d","hazelcast-client-new/src/test/java/com/hazelcast/client/quorum/ClientMapReadWriteQuorumTest.java","1","0","0","77","404","510","0"
"hazelcast","fbd3e1238608c3819d5f34d87d3a3a7b28a10f50","hazelcast-client-new/src/test/java/com/hazelcast/client/quorum/ClientMapReadWriteQuorumTest.java","1","0","0","77","405","511","1"
"hazelcast","474965e6f925df9d4924095c2ffad42fd0067dfc","hazelcast/src/test/java/com/hazelcast/spi/impl/operationservice/impl/Invocation_NestedLocalTest.java","1","0","0","8","101","144","0"
"neo4j","e49f8e97f2ba0ba9564d8b0dc92cb55cfb97a815","community/bolt/src/test/java/org/neo4j/bolt/v1/transport/socket/ChunkedOutputTest.java","1","0","0","8","101","151","0"
"elasticsearch","046abdc281c321cd2128ee7684c0edfcaca07203","core/src/test/java/org/elasticsearch/search/DocValueFormatTests.java","1","0","0","8","103","144","2"
"elasticsearch","22e63b478306fb3cab6ba8967db6e1f2b73cdfd8","core/src/test/java/org/elasticsearch/search/DocValueFormatTests.java","1","0","0","8","103","144","1"
"neo4j","557655a6c3ec43bbbabb9636cb250192f9a1fbda","community/kernel/src/test/java/org/neo4j/kernel/impl/proc/UserFunctionsTest.java","1","0","0","8","106","167","1"
"elasticsearch","e74d02138f02a66331b2611b5e70a908bb49cb97","core/src/test/java/org/elasticsearch/search/DocValueFormatTests.java","1","0","0","8","107","149","0"
"orientdb","e1a26bce426cc521e34d18e8994ec87673af8a38","core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/record/ORecordSerializer.java","1","0","0","8","11","40","1"
"neo4j","4da64f94ad3e8a76057e6e112f217769b4383a18","community/server/src/test/java/org/neo4j/server/configuration/ConfigLoaderTest.java","1","0","0","8","115","183","1"
"elasticsearch","a4365971a09337bf4d639bbabb2377137c576167","core/src/test/java/org/elasticsearch/index/mapper/KeywordFieldTypeTests.java","1","0","0","8","117","154","1"
"neo4j","84ba2501e70a3ead624f7d30b268987a61873126","enterprise/core-edge/src/test/java/org/neo4j/coreedge/raft/log/segmented/ReaderPoolTest.java","1","0","0","8","119","195","0"
"orientdb","ca587e2ff4d3eb79f5d137b04091ae1ba3995c5d","core/src/main/java/com/orientechnologies/orient/core/serialization/serializer/record/ORecordSerializer.java","1","0","0","8","12","41","0"
"hazelcast","7d150d74a0f9fcebc4ec1eb36641c140c3ce0d06","hazelcast-client/src/test/java/com/hazelcast/client/standalone/ClientMapStandaloneTest.java","1","0","0","8","124","177","1"
"hazelcast","e556854ec52346c5a4fc1ea4120d244eb7c87871","hazelcast/src/main/java/com/hazelcast/client/ClientEndpointManager.java","1","0","0","8","13","24","1"
"hazelcast","081a9a82ef841f2d91af579f204931cf550e0bbc","hazelcast/src/main/java/com/hazelcast/query/impl/IndexStore.java","1","0","0","8","13","39","1"
"neo4j","deb01d37aaa9368817ea70690c8933983b59a87a","enterprise/causal-clustering/src/test/java/org/neo4j/causalclustering/catchup/tx/CatchupPollingProcessTest.java","1","0","0","8","132","202","0"
"elasticsearch","0a5917d18259314dda5eb0b6c463f1d286f5d8d0","modules/transport-netty4/src/test/java/org/elasticsearch/rest/Netty4HeadBodyIsEmptyIT.java","1","0","0","8","133","172","0"
"antlr4","29c2712ae1eee9575324db48c2f72c7cb0d28308","tool/test/org/antlr/v4/test/rt/java/TestSemPredEvalLexer.java","1","0","0","8","136","148","0"
"elasticsearch","7e60cf3e544f05c89e7a32aa9dc410b95b6bcb24","modules/transport-netty4/src/test/java/org/elasticsearch/rest/Netty4HeadBodyIsEmptyIT.java","1","0","0","8","136","175","2"
"hazelcast","b3226b60f9e49e2c4e3fd6062478f7f0d1f0ee81","hazelcast-client-new/src/test/java/com/hazelcast/client/partitionservice/ClientPartitionLostListenerTest.java","1","0","0","8","139","177","1"
"orientdb","a2eaf6636bb600c7e6d311b0bb7d112bbaafb4a0","etl/src/main/java/com/orientechnologies/orient/etl/listener/OETLImporterListener.java","1","0","0","8","14","41","0"
"elasticsearch","71aa807acdcc5095d494657774e178770fa687c7","core/src/test/java/org/elasticsearch/index/search/MultiMatchQueryTests.java","1","0","0","8","141","174","0"
"hazelcast","b683793f8f000c7e168932c892f8e93fb936960e","hazelcast-client/src/test/java/com/hazelcast/client/ClientOwnershipTest.java","1","0","0","8","142","184","0"
"hazelcast","f430465001dbcfa714005b96dda24a0831ca9161","hazelcast-client/src/test/java/com/hazelcast/client/ClientOwnershipTest.java","1","0","0","8","142","194","1"
"antlr4","507f331bd08bc01c213822508d18bbc4ba769db4","tool/test/org/antlr/v4/test/TestSemPredEvalLexer.java","1","0","0","8","143","184","1"
"neo4j","3748c5cb4024236c879697decc82e45fbe2f58c7","enterprise/core-edge/src/test/java/org/neo4j/coreedge/core/server/BatchingMessageHandlerTest.java","1","0","0","8","144","224","0"
"hazelcast","945b0868442af7300617f31669f6adbde0b471e9","hazelcast-hibernate/src/test/java/com/hazelcast/hibernate/CustomPropertiesTest.java","1","0","0","8","146","176","1"
"neo4j","a93c570faa774c1a40b635b6a3e6d8ccb61a99e8","community/lucene-index/src/test/java/org/neo4j/index/impl/lucene/LuceneDataSourceTest.java","1","0","0","8","146","181","1"
"elasticsearch","83906487094439e0d986cf733cc305cec62745c1","core/src/test/java/org/elasticsearch/index/search/MultiMatchQueryTests.java","1","0","0","8","147","180","2"
"neo4j","c8fe3617f9a1395c358849b0fb4474c62f945aa6","community/lucene-index/src/test/java/org/neo4j/index/impl/lucene/legacy/LuceneDataSourceTest.java","1","0","0","8","149","186","1"
"hazelcast","42292bb00b2d462ca37103ea2d32b9e94fd02046","hazelcast-hibernate/src/test/java/com/hazelcast/hibernate/CustomPropertiesTest.java","1","0","0","8","153","185","0"
"elasticsearch","82fa531ab4c1fb087d357ff15288c070d7393378","core/src/test/java/org/elasticsearch/action/search/MultiSearchRequestTests.java","1","0","0","8","153","187","1"
"netty","f755e584638e20a4ae62466dd4b7a14954650348","codec-http/src/test/java/io/netty/handler/codec/http/cookie/ServerCookieDecoderTest.java","1","0","0","8","155","197","0"
"netty","0bc30a123e88bc7b038e0c260937581097a903f7","codec-http/src/test/java/io/netty/handler/codec/http/cookie/ServerCookieDecoderTest.java","1","0","0","8","159","203","1"
"elasticsearch","d01a62908a22c6f20a4adf1c147c4f3179c2a007","core/src/test/java/org/elasticsearch/index/mapper/DateFieldTypeTests.java","1","0","0","8","164","199","1"
"elasticsearch","00de8e07fc3df9c763bbc0b6890217dc5b6bee3e","core/src/test/java/org/elasticsearch/index/mapper/DateFieldTypeTests.java","1","0","0","8","166","201","3"
"elasticsearch","6796464f167ce293192c43efd1cf28e4434fd5da","core/src/test/java/org/elasticsearch/index/mapper/DateFieldTypeTests.java","1","0","0","8","168","204","4"
"elasticsearch","82fa531ab4c1fb087d357ff15288c070d7393378","core/src/test/java/org/elasticsearch/index/mapper/DateFieldTypeTests.java","1","0","0","8","175","211","0"
"elasticsearch","2f8def11b5109eb80b47422a200bf7b7e07c8467","core/src/test/java/org/elasticsearch/index/mapper/DateFieldTypeTests.java","1","0","0","8","178","214","2"
"neo4j","cca9e04725e7ae20ba97e57506c0a33d2bdf691c","enterprise/causal-clustering/src/main/java/org/neo4j/causalclustering/core/consensus/outcome/RaftLogCommand.java","1","0","0","8","18","44","0"
"elasticsearch","0ad231546d70cd45ac5d7a32311c1cebb9b42293","core/src/test/java/org/elasticsearch/index/mapper/BooleanFieldMapperTests.java","1","0","0","8","193","243","1"
"antlr4","29c2712ae1eee9575324db48c2f72c7cb0d28308","tool/test/org/antlr/v4/test/rt/java/TestListeners.java","1","0","0","8","206","219","0"
"elasticsearch","6159ca28ae6ffd97260d8533df5a794154d94e11","core/src/test/java/org/elasticsearch/common/network/NetworkModuleTests.java","1","0","0","8","229","283","0"
"elasticsearch","5bf4e746476f37f4effa210bd031f8076e74a247","src/test/java/org/elasticsearch/search/geo/GeoShapeIntegrationTests.java","1","0","0","8","231","296","0"
"elasticsearch","6e9ad03b27afb07e80072f35785edf114f31d15f","src/test/java/org/elasticsearch/test/integration/search/geo/GeoShapeIntegrationTests.java","1","0","0","8","232","297","0"
"elasticsearch","2c69dc06d1bb3219892b44405b19a2e8f4c8da4e","src/test/java/org/elasticsearch/index/mapper/nested/NestedMappingTests.java","1","0","0","8","288","351","0"
"elasticsearch","25fd9e26c4fb042d6f6dea14efcd239577bdbbc4","client/benchmark/src/main/java/org/elasticsearch/client/benchmark/metrics/Sample.java","1","0","0","8","33","60","0"
"elasticsearch","56cc87b7ccd41040d8fafcaf2da3680d96d10839","client/benchmark/src/main/java/org/elasticsearch/client/benchmark/metrics/Sample.java","1","0","0","8","33","60","0"
"hazelcast","e4a5a9d2d0d01d60d810c15d0d5bf63ffe6f902d","hazelcast/src/main/java/com/hazelcast/client/impl/protocol/template/MapReduceCodecTemplate.java","1","0","0","8","33","61","1"
"hazelcast","7c26003a4ca787a3e815559aecae2879e59559bf","hazelcast/src/test/java/com/hazelcast/wan/impl/DummyWanReplication.java","1","0","0","8","34","51","0"
"hazelcast","9dcaf7c00e57b9faa76ca8bd3f62471166dd4898","hazelcast/src/test/java/com/hazelcast/wan/impl/DummyWanReplication.java","1","0","0","8","34","51","0"
"hazelcast","82914ab681f7a556333505b597bf2ed1e7da9f30","hazelcast/src/main/java/com/hazelcast/client/impl/protocol/template/MapReduceCodecTemplate.java","1","0","0","8","34","62","0"
"hazelcast","65df300ddcacf2cee04f1eee8f75731e147decbf","hazelcast/src/main/java/com/hazelcast/map/impl/client/MapRemoveEntryListenerRequest.java","1","0","0","8","35","63","1"
"hazelcast","84e0a9b9d444f633dbd2bced60d95bc478086fea","hazelcast/src/main/java/com/hazelcast/partition/impl/PartitionReplicaChangeEvent.java","1","0","0","8","37","63","0"
"hazelcast","ae877df50978fcfb112d6d0cab2c78f80d1ee770","hazelcast/src/main/java/com/hazelcast/cache/impl/client/CacheRemovePartitionLostListenerRequest.java","1","0","0","8","37","66","0"
"ceylon-ide-eclipse","c5c15a0b33245f13d9fc7d44db226c0458005f73","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/core/model/JavaCompilationUnit.java","1","0","0","8","39","50","0"
"hazelcast","65df300ddcacf2cee04f1eee8f75731e147decbf","hazelcast/src/main/java/com/hazelcast/topic/impl/client/RemoveMessageListenerRequest.java","1","0","0","8","39","67","1"
"hazelcast","65df300ddcacf2cee04f1eee8f75731e147decbf","hazelcast/src/main/java/com/hazelcast/multimap/impl/client/RemoveEntryListenerRequest.java","1","0","0","8","39","68","1"
"elasticsearch","88040352050455e537646662a3fbfdd8d554dd17","core/src/main/java/org/elasticsearch/search/internal/InternalScrollSearchRequest.java","1","0","0","8","39","71","0"
"hazelcast","59c4822d4ad5dfac4cecd11231280baa33d4aa35","hazelcast/src/main/java/com/hazelcast/map/client/MapUnlockRequest.java","1","0","0","8","40","70","1"
"hazelcast","48ce080fe1f5db112b6c21e19da62612ccc43608","hazelcast/src/main/java/com/hazelcast/map/operation/RemoveInterceptorOperation.java","1","0","0","8","41","70","0"
"hazelcast","39091ff574efe84ae6a3d772a1b7cfce80f4f2e0","hazelcast/src/main/java/com/hazelcast/map/client/MapUnlockRequest.java","1","0","0","8","41","71","0"
"elasticsearch","5910b17ece360ab03cb86cbfa46bd822c6e0da6b","src/main/java/org/elasticsearch/common/geo/builders/EnvelopeBuilder.java","1","0","0","8","42","74","1"
"elasticsearch","75cedca0dab933bb6d1679fbddea2d09122d13c9","core/src/test/java/org/elasticsearch/test/store/MockFSIndexStore.java","1","0","0","8","43","70","1"
"hazelcast","fc6e278674e0cc8f68a53f1b9d210d1e1fb8ed38","hazelcast/src/main/java/com/hazelcast/map/operation/InvalidateNearCacheOperation.java","1","0","0","8","43","73","1"
"hazelcast","0f550598f8d9f6c62d3bc81f88248d1e11b537c3","hazelcast-client/src/test/java/com/hazelcast/client/cache/nearcache/ClientCacheInvalidationListener.java","1","0","0","8","44","73","0"
"hazelcast","5363a25694db45ffa53f4625542fb7fadc8bc8ae","hazelcast/src/main/java/com/hazelcast/map/record/RecordReplicationInfo.java","1","0","0","8","44","73","0"
"hazelcast","10773b4cd855bdfd84ea80d22b8ed3c977459444","hazelcast/src/main/java/com/hazelcast/multimap/impl/operations/client/CountRequest.java","1","0","0","8","44","74","0"
"hazelcast","48ce080fe1f5db112b6c21e19da62612ccc43608","hazelcast/src/main/java/com/hazelcast/map/operation/AddInterceptorOperation.java","1","0","0","8","46","76","0"
"neo4j","87838b56dfcfb7b37ca03d26c9eedc8f1e0c38e5","community/bolt/src/test/java/org/neo4j/bolt/v1/messaging/BoltRequestMessageRecorder.java","1","0","0","8","47","79","0"
"hazelcast","0cf8d4e4b4bb67c11e3b136f5e719e6d498b7504","hazelcast-spring/src/test/java/com/hazelcast/spring/cache/JCacheCacheLoader.java","1","0","0","8","48","78","0"
"hazelcast","59c4822d4ad5dfac4cecd11231280baa33d4aa35","hazelcast/src/main/java/com/hazelcast/map/client/MapAddIndexRequest.java","1","0","0","8","51","84","1"
"neo4j","3ea1d3f5e4ec90ae32ab077bb7b12fd3dc37d4da","community/kernel/src/test/java/org/neo4j/kernel/builtinprocs/StubStatement.java","1","0","0","8","52","82","0"
"elasticsearch","ad986eb2fcd793c6cf2fc90a48daaa345e0d0abb","src/test/java/org/elasticsearch/index/mapper/xcontent/MapperTestUtils.java","1","0","0","8","53","83","0"
"hazelcast","2cfcc5e576b15ff0cec6baf0628089fe7f814729","hazelcast/src/main/java/com/hazelcast/map/impl/operation/RemoveInterceptorOperation.java","1","0","0","8","54","83","0"
"hazelcast","485805a9cdfcc64f2b85f18f1b0e49e623af5f92","hazelcast/src/main/java/com/hazelcast/map/impl/operation/RemoveInterceptorOperation.java","1","0","0","8","54","83","0"
"hazelcast","0443c4d9988380bf9fc61a871e7588b1e106aa44","hazelcast/src/main/java/com/hazelcast/concurrent/atomicreference/operations/CompareAndSetOperation.java","1","0","0","8","54","85","0"
"hazelcast","9406a48d44e92d0a7615cd6a337ab093cb372c5b","hazelcast/src/main/java/com/hazelcast/concurrent/atomicreference/operations/CompareAndSetOperation.java","1","0","0","8","54","85","0"
"elasticsearch","78574d248cf10dad1c5a566fda79e1e0c94afe43","core/src/main/java/org/elasticsearch/action/admin/indices/upgrade/get/ShardUpgradeStatus.java","1","0","0","8","54","91","1"
"orientdb","4ff84b859e3d13248b65486721dda2a5fd268722","core/src/test/java/com/orientechnologies/orient/core/metadata/schema/AlterClassClusterTest.java","1","0","0","8","57","74","0"
"hazelcast","0a3ae3cd815024f60c7565bd96a2085b0b9dfb08","hazelcast/src/test/java/com/hazelcast/partition/impl/MigrationQueueTest.java","1","0","0","8","57","78","0"
