LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Defective
0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,3,0,3,2,N
0,1,0,0,1,1,1,2,9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,2,7,2,6,2,N
3,7,0,0,4,3,1,26,37.65,18.96,13530.91,0.24,136,0.05,751.72,713.72,65,71,24,14,26,N
0,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,1,N
0,1,3,0,1,1,1,1,14.4,3.0,129.56,0.01,13,0.33,7.2,43.19,4,9,4,6,4,N
7,9,0,2,5,5,1,33,54.38,14.48,11406.04,0.26,147,0.07,633.67,787.56,70,77,29,12,44,N
0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,5,0.0,0.0,11.61,0,5,0,5,2,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,1,N
0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
17,11,6,10,6,3,1,37,51.72,17.7,16202.08,0.31,172,0.06,900.12,915.37,59,113,25,15,43,Y
0,1,0,0,1,1,1,3,17.41,3.5,213.31,0.02,17,0.29,11.85,60.94,7,10,6,6,5,N
5,5,0,2,3,2,1,20,47.47,8.64,3540.91,0.14,82,0.12,196.72,410.0,38,44,22,10,20,N
8,5,0,0,3,3,1,34,33.85,32.25,35218.8,0.36,188,0.03,1956.6,1091.78,80,108,31,25,42,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,18,43,22,10,6,5,6,27.03,40.02,43298.39,0.36,188,0.02,2405.47,1081.92,69,119,25,29,49,N
5,3,0,1,2,2,1,13,37.2,11.29,4741.58,0.14,84,0.09,263.42,420.0,33,51,19,13,21,N
2,1,0,0,1,1,1,6,15.42,4.8,355.24,0.02,20,0.21,19.74,74.01,6,14,5,8,6,N
4,17,0,0,9,9,9,20,46.86,14.55,9917.4,0.23,134,0.07,550.97,681.72,47,87,21,13,20,Y
4,11,0,6,6,2,4,24,26.7,23.0,14122.17,0.2,117,0.04,784.57,614.01,46,71,19,19,37,Y
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
1,9,0,0,5,3,3,12,17.46,16.55,4779.2,0.1,63,0.06,265.51,288.85,28,35,11,13,12,N
33,23,5,95,12,1,1,65,79.18,42.02,139798.54,1.11,541,0.02,7766.59,3327.01,230,311,52,19,70,N
0,9,0,0,5,5,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,42,N
0,1,0,0,1,1,1,7,20.09,7.0,984.54,0.05,36,0.14,54.7,140.65,16,20,8,7,7,N
2,17,0,0,9,2,6,20,13.18,35.7,16802.16,0.16,95,0.03,933.45,470.65,34,61,10,21,24,N
0,1,1,1,1,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
2,21,1,0,11,3,1,35,52.6,14.3,10761.19,0.25,134,0.07,597.84,752.37,59,75,33,16,40,N
0,1,0,0,1,1,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,0,N
4,3,0,0,2,1,1,6,11.53,11.25,1458.65,0.04,30,0.09,81.04,129.66,15,15,8,12,6,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,10,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
6,7,2,1,4,3,1,23,54.93,16.69,15306.5,0.31,166,0.06,850.36,916.91,69,97,31,15,34,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,4,N
2,13,0,1,7,1,3,18,10.04,27.08,7363.07,0.09,64,0.04,409.06,271.87,25,39,6,13,24,N
16,49,6,34,25,9,11,134,64.97,41.08,109660.08,0.89,466,0.02,6092.23,2669.21,174,292,36,17,140,Y
4,11,3,5,6,6,1,21,52.64,16.5,14331.03,0.29,168,0.06,796.17,868.55,75,93,25,11,24,N
0,13,13,19,7,2,1,2,14.84,22.22,7326.97,0.11,71,0.05,407.05,329.71,25,46,9,16,15,N
7,3,0,0,2,2,1,11,23.79,5.91,830.55,0.05,32,0.17,46.14,140.55,13,19,11,10,20,N
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,0,N
0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,4,0.0,0.0,8.0,0,4,0,4,2,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,1,0,0,1,1,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
0,1,0,0,1,1,1,1,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,3,5,3,5,1,N
29,17,0,13,9,1,7,140,129.78,35.93,167499.82,1.55,693,0.03,9305.55,4662.45,329,364,87,19,184,Y
0,7,0,0,4,1,4,20,36.01,10.31,3829.39,0.12,79,0.1,212.74,371.33,33,46,16,10,20,Y
0,1,0,0,1,1,1,0,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,2,1,2,1,0,N
0,7,14,3,4,2,1,3,15.1,18.6,5225.56,0.09,63,0.05,290.31,280.94,31,32,10,12,17,N
0,1,1,0,1,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,2,N
0,1,0,0,1,1,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
3,1,0,0,1,1,1,7,23.06,3.75,324.32,0.03,25,0.27,18.02,86.49,9,16,6,5,7,N
0,3,0,0,2,2,1,0,7.78,5.33,221.4,0.01,12,0.19,12.3,41.51,4,8,3,8,0,N
3,9,0,11,5,3,4,18,21.66,18.0,7016.86,0.13,76,0.06,389.83,389.83,34,42,17,18,18,N
0,35,0,0,18,2,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,78,Y
16,13,6,11,7,3,6,23,36.88,23.03,19562.81,0.28,149,0.04,1086.82,849.37,68,81,31,21,29,N
0,5,8,1,3,3,1,3,13.21,17.1,3863.67,0.08,47,0.06,214.65,225.95,19,28,10,18,11,N
0,1,0,0,1,1,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,0,N
0,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,1,N
0,1,0,0,1,1,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
0,1,0,0,1,1,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,4,N
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,15,N
0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,3,0,3,2,N
1,11,3,0,6,3,1,21,13.2,30.0,11884.29,0.13,95,0.03,660.24,396.14,30,65,6,12,27,N
0,25,0,0,13,2,9,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,70,N
0,1,0,0,1,1,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,1,0,0,1,1,1,1,21.0,0.67,9.33,0.0,7,1.5,0.52,14.0,4,3,3,1,1,N
0,1,4,0,1,1,1,1,13.95,2.5,87.17,0.01,11,0.4,4.84,34.87,4,7,4,5,5,N
7,7,0,0,4,3,1,26,26.43,14.0,5180.0,0.12,74,0.07,287.78,370.0,28,46,16,16,36,N
13,95,0,0,48,25,32,110,47.49,54.66,141892.68,0.87,449,0.02,7882.93,2595.83,177,272,34,21,127,N
0,1,0,0,1,1,1,2,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,2,N
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,N
5,9,0,3,5,4,1,35,33.69,18.36,11357.39,0.21,114,0.05,630.97,618.59,51,63,25,18,45,N
0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,1,N
0,3,7,0,2,2,1,2,15.5,8.57,1138.58,0.04,34,0.12,63.25,132.83,15,19,7,8,9,N
1,19,1,0,10,5,7,20,31.94,20.33,13197.22,0.22,122,0.05,733.18,649.28,55,67,23,17,21,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,N
0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,3,0,3,2,N
0,5,0,0,3,3,1,15,32.03,13.03,5434.21,0.14,82,0.08,301.9,417.17,33,49,19,15,17,N
1,5,0,0,3,2,3,11,16.21,9.75,1541.7,0.05,36,0.1,85.65,158.12,12,24,8,13,14,N
0,1,0,0,1,1,1,2,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,4,N
0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,3,0,3,2,N
0,1,0,0,1,1,1,2,9.05,2.0,36.19,0.01,7,0.5,2.0,18.09,2,5,2,4,2,N
40,3,0,1,2,2,1,25,62.29,10.4,6737.7,0.22,116,0.1,374.32,647.86,56,60,35,13,25,N
3,3,0,0,2,1,1,10,8.79,12.0,1265.83,0.04,27,0.08,70.32,105.49,12,15,5,10,10,N
0,1,0,0,1,1,1,2,9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,2,7,2,6,2,N
0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,1,N
17,27,2,14,14,11,3,73,55.53,32.65,59182.25,0.6,315,0.03,3287.9,1812.79,111,204,34,20,108,Y
0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,3,0,3,2,N
0,1,0,0,1,1,1,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1,4,1,4,0,N
4,5,0,2,3,2,1,17,23.62,8.18,1581.23,0.06,44,0.12,87.85,193.26,18,26,11,10,26,N
1,5,0,0,3,2,3,7,13.22,7.71,786.47,0.03,24,0.13,43.69,101.95,9,15,7,12,10,N
0,1,0,0,1,1,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,0,N
0,1,0,0,1,1,1,2,14.99,3.0,134.92,0.01,13,0.33,7.5,44.97,5,8,5,6,2,N
0,1,0,0,1,1,1,2,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,2,N
0,1,0,0,1,1,1,0,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,2,1,2,1,0,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,1,N
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,N
0,3,0,0,2,1,1,0,5.99,3.75,84.22,0.01,8,0.27,4.68,22.46,3,5,2,5,0,N
0,1,0,0,1,1,1,2,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,2,N
8,9,1,0,5,5,1,45,36.2,18.57,12476.19,0.22,129,0.05,693.12,672.02,61,68,23,14,46,Y
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,0,N
0,1,2,2,1,1,1,1,10.84,1.5,24.38,0.01,7,0.67,1.35,16.25,2,5,2,3,3,N
1,3,0,0,2,1,1,6,11.86,4.38,227.03,0.02,15,0.23,12.61,51.89,5,10,4,7,6,N
1,1,0,1,1,1,1,2,16.92,3.5,207.22,0.02,16,0.29,11.51,59.21,6,10,6,7,2,N
0,1,0,0,1,1,1,4,21.67,1.8,70.2,0.01,13,0.56,3.9,39.0,6,7,5,3,6,N
0,1,0,0,1,1,1,2,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,2,N
0,3,0,0,2,2,1,5,15.36,3.5,188.21,0.02,15,0.29,10.46,53.77,5,10,5,7,5,N
1,1,0,0,1,1,1,5,15.86,3.5,194.27,0.02,15,0.29,10.79,55.51,6,9,6,7,5,N
0,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,2,0,2,0,1,N
4,11,0,0,6,2,5,22,15.07,17.11,4411.98,0.09,57,0.06,245.11,257.83,22,35,9,14,26,N
0,1,0,0,1,1,1,2,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,2,N
0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,3,0,3,2,N
0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,3,0,3,2,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
2,3,1,0,2,1,1,7,16.92,4.5,342.66,0.03,20,0.22,19.04,76.15,9,11,7,7,8,N
0,1,0,0,1,1,1,3,30.67,3.0,276.0,0.03,23,0.33,15.33,92.0,10,13,10,6,3,N
1,1,0,0,1,1,1,4,26.96,3.33,299.53,0.03,23,0.3,16.64,89.86,10,13,9,6,7,N
7,11,0,11,6,2,6,34,21.96,19.69,8514.17,0.14,89,0.05,473.01,432.36,32,58,13,16,54,N
10,21,5,16,11,10,11,36,57.64,24.53,34688.44,0.47,259,0.04,1927.14,1413.99,117,142,31,13,41,N
0,23,0,0,12,1,10,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,48,Y
0,5,25,47,3,2,1,3,33.63,18.0,10897.35,0.2,119,0.06,605.41,605.41,36,83,17,17,28,N
0,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,1,N
5,9,0,5,5,3,1,37,21.57,37.92,31011.15,0.27,174,0.03,1722.84,817.88,65,109,12,14,49,N
0,1,0,0,1,1,1,3,11.23,2.0,44.92,0.01,8,0.5,2.5,22.46,3,5,3,4,3,N
0,1,0,0,1,1,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,1,N
7,11,0,0,6,6,1,45,46.32,15.83,11604.88,0.24,132,0.06,644.72,733.21,51,81,29,18,54,N
0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,3,0,3,2,N
0,1,0,0,1,1,1,3,12.68,3.75,178.31,0.02,15,0.27,9.91,47.55,6,9,4,5,5,N
3,7,0,0,4,4,1,35,48.52,13.0,8199.5,0.21,122,0.08,455.53,630.73,46,76,23,13,40,N
0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
0,3,0,0,2,1,1,6,7.57,9.0,613.03,0.02,19,0.11,34.06,68.11,9,10,4,8,6,N
0,1,0,0,1,1,1,0,6.89,3.0,62.04,0.01,8,0.33,3.45,20.68,3,5,2,4,0,N
0,1,0,0,1,1,1,2,9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,2,7,2,6,2,N
2,3,3,0,2,2,1,2,11.07,4.38,211.89,0.02,14,0.23,11.77,48.43,5,9,4,7,5,N
0,1,0,0,1,1,1,2,17.92,3.0,161.32,0.02,15,0.33,8.96,53.77,6,9,6,6,2,N
1,5,0,0,3,3,1,18,26.88,11.27,3412.26,0.1,63,0.09,189.57,302.86,26,37,15,13,18,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
14,77,6,8,43,35,1,191,62.89,76.45,367569.05,1.6,737,0.01,20420.5,4807.87,316,421,62,30,225,N
0,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,1,N
59,45,0,8,23,15,4,203,54.34,120.53,789353.69,2.18,1118,0.01,43852.98,6549.22,458,660,38,20,272,N
0,1,1,0,1,1,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
1,3,0,0,2,1,1,6,10.58,7.2,548.26,0.03,20,0.14,30.46,76.15,8,12,5,9,6,N
21,45,0,9,23,8,8,125,64.48,54.15,189081.51,1.16,534,0.02,10504.53,3491.91,239,295,64,29,155,Y
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
9,3,3,2,2,2,1,12,31.67,12.63,5053.69,0.13,78,0.08,280.76,400.08,30,48,19,16,15,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
3,3,0,2,2,2,1,9,26.74,5.33,760.66,0.05,33,0.19,42.26,142.62,16,17,12,8,9,N
22,37,0,10,19,11,7,111,61.15,77.5,367257.39,1.58,784,0.01,20403.19,4738.8,310,474,44,22,111,N
1,41,4,1,28,13,14,99,42.16,111.54,524548.83,1.57,687,0.01,29141.6,4702.85,290,397,65,50,103,N
1,1,0,0,1,1,1,4,13.45,3.6,174.36,0.02,14,0.28,9.69,48.43,6,8,5,6,7,N
0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,3,0,3,2,N
1,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,5,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,1,4,0,1,1,1,1,25.16,2.5,157.27,0.02,17,0.4,8.74,62.91,8,9,8,5,5,N
0,7,1,0,4,1,1,1,6.66,10.0,665.68,0.02,21,0.1,36.98,66.57,10,11,3,6,2,N
9,3,0,11,2,1,1,22,51.68,8.0,3307.46,0.14,86,0.13,183.75,413.43,40,46,20,8,45,N
3,5,5,0,3,1,1,6,13.67,11.43,1786.01,0.05,40,0.09,99.22,156.28,20,20,7,8,11,N
5,31,11,11,16,1,12,34,18.94,38.08,27457.39,0.24,150,0.03,1525.41,721.1,66,84,13,15,45,Y
0,3,0,0,2,1,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
3,1,0,0,1,1,1,3,15.36,3.5,188.21,0.02,15,0.29,10.46,53.77,5,10,5,7,3,N
9,19,0,0,10,5,4,30,22.29,40.0,35670.21,0.3,180,0.03,1981.68,891.76,75,113,15,16,41,N
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,0,N
16,67,0,10,34,7,32,67,90.79,41.2,154088.12,1.25,568,0.02,8560.45,3740.26,234,334,71,25,93,N
0,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,1,N
0,3,0,0,2,2,1,3,14.28,4.0,228.44,0.02,15,0.25,12.69,57.11,6,9,6,8,3,N
0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
32,157,3,49,79,14,54,253,97.22,80.64,632225.65,2.61,1175,0.01,35123.65,7840.1,448,727,75,27,256,N
0,1,1,0,1,1,1,1,15.0,2.0,60.0,0.01,10,0.5,3.33,30.0,4,6,4,4,2,N
0,1,0,0,1,1,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0,N
7,13,9,7,9,5,3,33,29.94,36.35,39555.7,0.36,190,0.03,2197.54,1088.3,70,120,26,27,42,Y
15,27,4,6,15,15,7,66,73.44,25.26,46844.09,0.62,314,0.04,2602.45,1854.76,109,205,41,19,70,Y
0,1,0,0,1,1,1,2,7.49,3.0,67.38,0.01,8,0.33,3.74,22.46,1,7,1,6,4,N
0,3,0,0,2,1,1,2,15.63,4.0,250.04,0.02,16,0.25,13.89,62.51,7,9,7,8,4,N
1,5,0,1,3,1,1,10,19.9,8.8,1541.2,0.06,42,0.11,85.62,175.14,22,20,10,8,10,N
0,1,0,0,1,1,1,0,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,3,6,3,6,0,N
0,1,1,0,1,1,1,1,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,2,6,2,6,2,N
2,7,0,0,4,2,3,10,19.89,10.4,2150.92,0.07,44,0.1,119.5,206.82,13,31,10,16,14,N
0,1,0,0,1,1,1,2,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,2,6,2,6,2,N
0,1,0,0,1,1,1,2,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,2,N
0,1,0,0,1,1,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,0,N
7,7,1,0,4,3,1,30,29.83,40.13,48033.42,0.4,222,0.02,2668.52,1197.09,107,115,24,18,31,N
0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.01,6,0.0,0.0,15.51,0,6,0,6,2,N
0,1,0,0,1,1,1,4,13.66,4.2,240.91,0.02,16,0.24,13.38,57.36,6,10,5,7,4,N
0,1,0,0,1,1,1,2,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,2,6,2,6,2,N
0,1,0,0,1,1,1,2,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,0,3,0,3,2,N
2,7,1,1,4,1,3,13,18.91,10.45,2065.48,0.07,45,0.1,114.75,197.65,19,26,10,11,14,N
7,7,0,0,4,3,3,21,35.2,20.57,14895.77,0.24,137,0.05,827.54,724.1,48,89,21,18,30,Y
0,3,0,0,2,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,17,N
0,3,0,0,2,2,1,4,11.99,6.67,533.03,0.03,21,0.15,29.61,79.95,10,11,6,8,4,N
1,5,0,0,3,1,3,14,11.66,11.92,1656.1,0.05,34,0.08,92.01,138.97,13,21,6,11,15,N
0,7,4,0,4,1,1,1,17.74,8.67,1332.34,0.05,35,0.12,74.02,153.73,13,22,9,12,5,N
1,11,1,4,6,1,1,21,13.86,22.5,7014.99,0.1,68,0.04,389.72,311.78,27,41,9,15,22,N
2,3,0,0,2,2,1,14,21.4,10.5,2358.96,0.07,49,0.1,131.05,224.66,21,28,12,12,19,N
0,1,0,1,1,1,1,2,7.24,2.5,45.24,0.01,7,0.4,2.51,18.09,1,6,1,5,2,N
0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
1,3,0,0,2,1,1,9,20.31,7.88,1259.28,0.05,42,0.13,69.96,159.91,21,21,8,6,12,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
3,1,0,6,1,1,1,22,187.8,4.76,4258.52,0.3,161,0.21,236.58,894.29,80,81,42,5,22,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,1,0,0,1,1,1,2,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,2,6,2,6,4,N
18,7,6,0,4,4,1,24,56.95,11.11,7030.54,0.21,111,0.09,390.59,632.75,50,61,36,16,30,Y
0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,N
1,5,0,0,3,2,1,9,10.56,8.33,733.33,0.03,22,0.12,40.74,88.0,10,12,6,10,12,N
0,1,0,0,1,1,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,0,N
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,N
0,1,0,0,1,1,1,2,11.41,2.5,71.32,0.01,9,0.4,3.96,28.53,4,5,4,5,2,N
0,13,0,0,7,1,4,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,25,N
0,5,9,1,3,3,1,3,10.22,20.64,4353.75,0.07,46,0.05,241.87,210.91,17,29,7,17,12,N
12,23,0,9,12,3,1,84,46.17,18.12,15155.04,0.28,174,0.06,841.95,836.48,56,118,17,11,107,N
2,1,2,0,1,1,1,2,8.43,5.33,239.85,0.01,13,0.19,13.33,44.97,4,9,3,8,4,N
4,15,0,3,8,7,4,67,50.34,22.21,24823.1,0.37,206,0.05,1379.06,1117.81,92,114,29,14,76,N
0,1,0,0,1,1,1,2,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,2,N
2,4,0,0,3,3,1,11,14.48,12.83,2384.98,0.06,43,0.08,132.5,185.84,11,32,6,14,11,N
0,1,0,0,1,1,1,0,11.23,2.0,44.92,0.01,8,0.5,2.5,22.46,3,5,3,4,0,N
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,N
0,1,1,0,1,1,1,1,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,2,6,2,6,2,N
0,1,0,0,1,1,1,0,6.86,3.5,84.0,0.01,8,0.29,4.67,24.0,1,7,1,7,0,N
0,1,0,0,1,1,1,2,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,2,N
0,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,1,N
3,3,0,0,2,2,1,15,23.6,6.3,936.67,0.05,35,0.16,52.04,148.68,14,21,10,9,22,N
0,1,0,0,1,1,1,2,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,4,N
0,3,0,0,2,2,1,4,11.99,6.67,533.03,0.03,21,0.15,29.61,79.95,10,11,6,8,4,N
3,19,0,0,10,7,1,71,10.82,137.14,203482.74,0.49,328,0.01,11304.6,1483.73,120,208,7,16,77,N
0,1,2,0,1,1,1,1,9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,2,7,2,6,3,N
0,1,0,0,1,1,1,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1,4,1,4,0,N
2,7,0,0,4,1,1,23,16.14,21.86,7718.78,0.12,77,0.05,428.82,353.04,37,40,11,13,29,N
